Nome: RIO DE JANEIRO - FORTE DE COPACABANA
Codigo Estacao: A652
Latitude: -22.98833333
Longitude: -43.19055555
Altitude: 25.59
Situacao: Operante
Data Inicial: 2007-05-17
Data Final: 2021-01-01
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2015-08-15;0;1016.616667;15.458333;24.1;20.854167;17.6;71.708333;59;9.5;2.595833;
2015-08-16;0;1016.958333;15.954167;24.6;21.129167;18.2;72.625;57;8.9;2.075;
2015-08-17;0;1017.566667;16.35;23.6;19.929167;17;80.166667;66;6;1.625;
2015-08-18;0;1014.941667;15.925;27.5;22.954167;19.1;65.041667;43;8.3;2.358333;
2015-08-19;0;1008.725;15.445833;31.8;24.316667;20.4;59.291667;33;14.4;3.045833;
2015-08-20;.8;1013.233333;15.029167;21.8;19.4125;18;75.791667;67;21.9;6.479167;
2015-08-21;3.4;1015.841667;16.845833;22.4;19.154167;17.1;86.75;71;13;2.829167;
2015-08-22;0;1013.595833;17.245833;23.6;19.729167;17.7;85.791667;72;8.1;2.0125;
2015-08-23;0;1009.808333;17.054167;25.9;21.175;18.2;77.958333;58;8.6;2;
2015-08-24;0;1012.804167;16.779167;22.2;20.379167;19.3;80.166667;64;15.2;3.666667;
2015-08-25;2;1015.245833;17.233333;23;19.291667;18.4;88.041667;78;7.1;1.5625;
2015-08-26;1.4;1014.191667;18.029167;24.1;20;18.4;88.5;75;6.7;1.929167;
2015-08-27;0;1012.104167;16.9875;25.6;21.2625;18.8;77.291667;59;20.7;4.0125;
2015-08-28;0;1016.366667;17.029167;23.2;20.529167;19.6;80.625;63;11;3.504167;
2015-08-29;0;1018.116667;16.308333;24.5;20.570833;18.9;76.791667;63;9.9;2.508333;
2015-08-30;0;1014.904167;16.979167;24.9;21.5875;18.7;75.375;65;6.7;1.641667;
2015-08-31;0;1012.325;16.541667;28.7;23.954167;19.8;64.041667;43;4.9;1.233333;
2015-09-01;0;1011.85;16.791667;31.1;24.620833;21;63.25;35;19.9;3.3125;
2015-09-02;2;1017.645833;16.158333;23.1;19.895833;17.8;79.333333;65;9;2.875;
2015-09-03;.2;1013.429167;16.116667;24.3;20.125;18.4;78.041667;64;5.4;1.654167;
2015-09-04;0;1010.970833;17.470833;23.6;20.491667;19.6;82.958333;70;17.8;3.516667;
2015-09-05;3.2;1015.520833;16.804167;20.8;19.295833;17.8;85.666667;74;12.7;3.025;
2015-09-06;null;null;null;24.5;null;18.3;82.6875;69;7.2;null;
2015-09-07;null;null;null;null;null;null;null;48;8.4;null;
2015-09-08;null;null;null;null;null;null;null;76;11.6;null;
2015-09-09;null;null;null;null;null;null;null;73;11.6;null;
2015-09-10;0;1009.995833;17.9125;27.4;22.304167;19.6;77.5;45;16.2;2.608333;
2015-09-11;9;1006.854167;18.516667;28.6;22.7125;20.1;78.166667;50;15.1;3.029167;
2015-09-12;13.6;1013.7;17.6;21.2;19.179167;17.9;90.666667;84;12.1;3.6125;
2015-09-13;36;1017.8;16.45;18.6;17.566667;16.9;93.125;92;10.6;4.054167;
2015-09-14;7.8;1018.641667;16.5625;21.5;18.983333;16.8;85.875;79;8.5;1.266667;
2015-09-15;0;1016.1375;18.545833;26;21.008333;18.7;86.083333;71;10.9;4.454167;
2015-09-16;0;1009.941667;19.291667;32.8;26.191667;20.5;68.041667;38;8.8;2.2625;
2015-09-17;0;1008.054167;17.629167;36.6;28.395833;24.2;54.375;27;8.6;2.275;
2015-09-18;0;1008.470833;18.645833;32.1;26.375;22.3;63.916667;38;9;1.704167;
2015-09-19;0;1010.454167;19.929167;26.8;23.1875;20.7;82.208333;68;5.1;1.8;
2015-09-20;0;1011.529167;19.825;25.7;22.395833;20.4;85.791667;72;17.9;4.145833;
2015-09-21;0;1011.695833;19.766667;27.8;22.966667;21.1;82.666667;63;8.7;2.254167;
2015-09-22;0;1010.0125;19.575;25.3;21.991667;20.7;86.375;72;7;2.020833;
2015-09-23;0;1008.791667;19.741667;27.3;22.558333;20.6;84.541667;69;8.7;3.05;
2015-09-24;0;1005.408333;20.025;37.2;26.4;20.8;72.416667;29;7.8;1.720833;
2015-09-25;0;1006.2;20.558333;32.3;26.141667;23.4;71.916667;46;22.4;4.354167;
2015-09-26;0;1012.079167;20.404167;27.2;24.145833;22.9;79.833333;60;9.9;3.120833;
2015-09-27;0;1008.804167;20.875;28.7;24.304167;21.7;81.583333;66;20.5;3.329167;
2015-09-28;10.4;1006.483333;20.220833;28.4;24.0875;22.2;79.333333;59;20.8;3.995833;
2015-09-29;.2;1009.404167;20.854167;27.7;23.3125;21.9;86.416667;72;9.6;2.420833;
2015-09-30;0;1008.495833;21;26.6;23.4125;22;86.416667;77;8.5;1.46087;
2015-10-01;.8;1011.7625;21.2375;27.6;23.5625;21.7;87;73;9.1;2.9;
2015-10-02;.4;1009.504167;21.645833;29.2;24.679167;22.3;83.708333;67;6.7;2.316667;
2015-10-03;5.8;1008.041667;20.883333;29.8;24.879167;23;79.125;56;20.4;3.016667;
2015-10-04;0;1011.454167;20.316667;23.5;22.0375;22.3;90;85;9.1;3.454167;
2015-10-05;11;1014.895833;17.370833;21.5;20.170833;19.2;84.541667;69;8.1;2.695833;
2015-10-06;.8;1016.225;16.2875;26.1;22.083333;18.9;69.916667;56;14.3;4.475;
2015-10-07;0;1013.004167;17.2875;28.8;22.9;19.5;71.208333;53;13.4;4.620833;
2015-10-08;0;1009.783333;17.954167;29.3;23.720833;20.9;70.958333;44;11.8;2.904167;
2015-10-09;0;1008.554167;18.479167;25.5;23.241667;21.2;74.833333;60;14.7;3.879167;
2015-10-10;0;1010.3125;19.15;27.8;24.208333;21.2;74.208333;56;21.7;3.5625;
2015-10-11;0;1010.170833;20.404167;28.1;23.7125;21.5;82;57;12.4;2.15;
2015-10-12;0;1011.191667;20.595833;28.7;24.220833;22.3;80.583333;68;12.1;2.745833;
2015-10-13;0;1012.733333;20.604167;28.4;24.204167;22.4;80.416667;65;11.9;2.883333;
2015-10-14;0;1011.133333;20.804167;30.4;24.391667;21.9;81.041667;57;11.4;2.633333;
2015-10-15;0;1007.904167;20.85;31.2;26.4375;23;71.875;52;11.6;2.133333;
2015-10-16;0;1008.058333;20.720833;32.1;28.204167;24.9;65.208333;42;17.2;3.483333;
2015-10-17;0;1013.283333;21.133333;27.4;24.404167;23.1;82.291667;71;20;5.0375;
2015-10-18;2;1017.870833;17.875;23;20.558333;19.4;84.791667;73;11.9;3.441667;
2015-10-19;7.6;1016.270833;17.416667;23;20.633333;18.6;82.208333;73;13.5;5.358333;
2015-10-20;0;1010.279167;18.3125;29.7;23.645833;20.1;72.416667;55;15.6;4.1125;
2015-10-21;0;1006.983333;19.925;29.6;25.35;23.2;72.375;54;18.1;2.4125;
2015-10-22;0;1007.8625;20.15;29.9;24.929167;23.4;75.458333;55;18.2;2.945833;
2015-10-23;4.8;1009.333333;20.1875;28.8;24.4375;22.4;77.958333;45;14.3;3.658333;
2015-10-24;0;1014.779167;19.391667;25.9;23.3;21.9;78.75;69;8.1;2.979167;
2015-10-25;0;1016.15;17.95;25.1;22.329167;20.8;76.458333;65;11.6;4.054167;
2015-10-26;0;1013.741667;18.566667;28.4;23.283333;20.7;75.208333;57;15;4.620833;
2015-10-27;0;1009.8125;20.2375;29.5;24.3875;22.2;78;61;7.4;1.7625;
2015-10-28;0;1009.1875;21.108333;24.8;23.320833;22.7;87.416667;79;12;3.245833;
2015-10-29;.8;1012.795833;20.375;31;24.075;21.5;80.583333;57;17.5;5.458333;
2015-10-30;1.8;1013.191667;19.95;27.1;23.179167;21.1;82.208333;71;15.2;7.841667;
2015-10-31;.2;1008.1875;19.633333;32.9;25.420833;22;71.75;41;9.4;2.433333;
2015-11-01;0;1009;20.504167;25.3;23.545833;22.3;83.375;75;13.3;5.166667;
2015-11-02;1.8;1009.629167;21.270833;26.2;23.083333;21.5;89.625;78;7.8;1.7125;
2015-11-03;14.2;1008.108333;21.595833;29.2;24.008333;22.4;87.125;53;10.7;2.445833;
2015-11-04;.2;1008.829167;21.554167;28.8;23.845833;22.7;87.166667;67;7.3;2.216667;
2015-11-05;16;1008.333333;21.879167;26.6;23.683333;22.3;89.708333;81;7.9;2.083333;
2015-11-06;0;1010.145833;22.4875;30.4;24.7625;23.5;87.458333;68;8.6;3.108333;
2015-11-07;10.6;1011.8875;21.170833;23.7;22.45;22;92.5;91;15.2;9.35;
2015-11-08;57.2;1011.85;21.379167;28;23.075;21.3;90.416667;76;13.3;4.291667;
2015-11-09;.6;1011.95;21.5625;28.3;23.1625;21.7;90.791667;77;6.6;1.975;
2015-11-10;0;1012.366667;21.920833;29.7;24.333333;21.7;86.791667;69;4.5;1.191304;
2015-11-11;0;1008.883333;22.316667;31;24.9875;22.7;85.541667;66;8.4;2.104167;
2015-11-12;0;1007.6125;22.104167;27;24.654167;23.5;85.916667;78;9.9;3.795833;
2015-11-13;0;1007.15;21.1875;30.3;25.45;23;77.583333;64;8.5;3.4375;
2015-11-14;0;1004.2125;21.5875;35.5;26.9875;23.6;73.916667;36;6.4;1.904167;
2015-11-15;0;1007.058333;21.3625;30.5;25.366667;24.6;79.416667;44;15.6;3.75;
2015-11-16;9.2;1008.570833;21.1125;26.8;23.570833;22.5;86.208333;75;7.8;2.825;
2015-11-17;.4;1006.895833;21.295833;24.4;23.304167;22.4;88.458333;85;14.1;7.054167;
2015-11-18;0;1003.104167;22.4625;31.3;25.45;22.8;84.083333;64;7.4;2.479167;
2015-11-19;.2;1000.645833;22.391667;32.2;26.808333;23.8;77.833333;56;9.3;1.833333;
2015-11-20;.4;1000.141667;20.791667;33.5;27.604167;25.7;67.875;46;17.3;1.908333;
2015-11-21;39.8;1008.729167;20.1;25.7;22.116667;19.3;88.583333;75;12.4;2.420833;
2015-11-22;5.6;1010.608333;19.766667;29.3;23.6625;18.7;79.333333;61;12.2;3.583333;
2015-11-23;17.8;1005.708333;20.670833;26.3;22.645833;21.3;88.75;80;11.2;3.683333;
2015-11-24;1;1002.979167;20.529167;26.6;22.983333;20.8;86.416667;75;13.3;2.516667;
2015-11-25;.2;1005.875;20.6;26.1;22.829167;21.5;87.25;77;4.8;1.375;
2015-11-26;.4;1010.608333;20.541667;27.8;23.3125;21.4;84.75;68;5.1;1.495833;
2015-11-27;.2;1010.920833;19.225;27.5;22.9625;21;79.791667;63;11.9;5.191667;
2015-11-28;0;1006.425;18.854167;28;23.358333;19.7;76.333333;61;8.4;2.533333;
2015-11-29;16.2;1007.420833;21.233333;26.9;23.7875;21.5;85.916667;72;21;2.245833;
2015-11-30;19.4;1011.933333;20.8875;23.1;21.945833;21.8;93.833333;93;9.3;2.820833;
2015-12-01;16;1014.679167;20.2625;26.7;22.133333;20.2;89.375;73;6.3;1.4625;
2015-12-02;.2;1011.620833;20.841667;25.4;22.804167;21.6;88.708333;80;8.1;1.983333;
2015-12-03;6.4;1010.495833;20.229167;22.5;21.441667;21.5;92.75;81;13;2.975;
2015-12-04;4.6;1009.095833;19.541667;22.4;20.929167;20;91.75;87;11;3.270833;
2015-12-05;.2;1005.116667;20.883333;28.6;23.4375;20.6;85.833333;69;5;1.591667;
2015-12-06;0;1006.0125;21.545833;26;23.670833;21.8;87.958333;79;7;2.2875;
2015-12-07;33.4;1008.666667;20.2875;23.6;22.0375;20.7;89.916667;77;14.1;1.775;
2015-12-08;2.6;1012.1625;20.175;24.3;21.9875;20.7;89.5;82;9.8;1.8375;
2015-12-09;.2;1010.395833;20.525;28.4;23.541667;21.3;83.333333;68;11;2.283333;
2015-12-10;0;1004.758333;20.683333;35;27.508333;21.7;68.833333;39;11;2.554167;
2015-12-11;0;1008.958333;20.783333;26.8;24.216667;22.2;81.291667;62;9.5;3.245833;
2015-12-12;0;1009.245833;21.908333;28.8;24.575;21.7;85.333333;71;6.8;1.8125;
2015-12-13;10.8;1007.7625;21.579167;29.2;25.3375;22.2;80.083333;65;7.7;1.575;
2015-12-14;10.2;1007.579167;21.379167;31.5;26.570833;22.9;73.916667;47;8.5;2.329167;
2015-12-15;0;1006.754167;22.191667;33.5;27.641667;24.2;72.583333;51;11.6;1.975;
2015-12-16;1.2;1009.845833;22.1375;29;25.395833;23.4;82.375;69;15.9;4.091667;
2015-12-17;0;1010.55;22.9;32.1;26.429167;23.8;81.458333;64;7.6;2.308333;
2015-12-18;0;1007.529167;23.004167;32.2;27.441667;24.6;77.125;63;6.9;1.666667;
2015-12-19;0;1007.391667;22.479167;33.7;28.7875;25.8;69.291667;55;7.4;1.870833;
2015-12-20;0;1010.804167;22.8;29.2;26.566667;24.8;79.875;63;11.8;3.55;
2015-12-21;0;1010.158333;23.2875;33.6;27.695833;24.3;77.666667;58;7.9;2.379167;
2015-12-22;0;1009.675;22.65;35.1;27.9625;24.7;73.5;54;12.7;3.720833;
2015-12-23;0;1009.116667;21.1125;32.9;27.645833;24.7;67.958333;55;12.1;3.375;
2015-12-24;0;1008.954167;20.129167;33.3;26.566667;23.9;68.5;42;8.2;2.591667;
2015-12-25;0;1008.675;21.175;31.4;26.004167;22.2;75.291667;59;4.6;1.441667;
2015-12-26;0;1006.983333;21.333333;30.6;25.625;22.3;77.916667;58;6.3;2.0375;
2015-12-27;0;1005.216667;20.766667;32;27.670833;23.2;67.541667;45;8.2;1.858333;
2015-12-28;0;1006.4;20.366667;37.3;29.916667;25.6;59.083333;32;9.7;1.970833;
2015-12-29;7.2;1009.791667;21.416667;34.6;28.158333;24.1;68.25;39;10.6;2.058333;
2015-12-30;0;1009.4375;21.125;37.5;29.154167;25.1;64.458333;31;13.5;2.075;
2015-12-31;6.2;1005.845833;19.183333;38.4;30.141667;24;54;29;12;2.129167;
2016-01-01;0;1004.679167;23.2375;34.2;29.333333;26;70.75;40;9.8;2.6875;
2016-01-02;1.4;1007.241667;23.316667;28;26.008333;25.1;85.125;78;11;3.783333;
2016-01-03;2.4;1008.720833;22.125;27.8;25.204167;23.5;83.375;72;12.7;6.5625;
2016-01-04;.2;1011.55;20.758333;30.7;25.458333;23.2;75.875;60;12.6;6.854167;
2016-01-05;0;1012.804167;19.379167;30;23.8;21.5;76.791667;58;12.4;3.125;
2016-01-06;0;1010.629167;18.483333;28.1;23.3625;19.6;74.625;57;11.5;2.558333;
2016-01-07;0;1006.929167;19.075;27.5;22.770833;19.3;80.083333;64;5.9;1.641667;
2016-01-08;0;1006.025;20.195833;28.4;23.745833;19.9;80.958333;64;7.9;2.075;
2016-01-09;.4;1007.5;21.2375;30.4;25.225;21.4;79.458333;58;8.7;1.770833;
2016-01-10;0;1007.691667;21.891667;29.2;25.258333;23.3;81.958333;65;10.6;2.633333;
2016-01-11;0;1006.475;22.383333;27;25.0625;23.9;85.291667;76;12.4;2.204545;
2016-01-12;4.6;1003.783333;22.008333;33.1;26.125;23.2;78.791667;52;11.8;2.4;
2016-01-13;3.8;1003.479167;22.729167;28.6;24.770833;22.7;88.583333;73;7.9;1.620833;
2016-01-14;11.2;1004.5125;22.775;25.9;24.341667;22.9;91.041667;86;4;1.395833;
2016-01-15;2;1003.375;22.529167;26.2;24.125;23.1;91;80;11.8;2.945833;
2016-01-16;107;1005.458333;21.383333;25.4;23.425;22.1;88.333333;81;22.5;3.970833;
2016-01-17;0;1009.033333;19.7375;28.4;23.975;22.8;77.541667;53;8.2;1.816667;
2016-01-18;4.6;1009.35;19.5375;28.5;22.925;19.6;81.416667;69;8.4;1.904167;
2016-01-19;7.6;1008.808333;19.775;24;21.691667;20.9;88.833333;78;7.3;1.316667;
2016-01-20;15.6;1007.783333;20.133333;23.1;21.979167;20.6;89.208333;86;13.5;3.3625;
2016-01-21;1.6;1007.966667;20.95;24.9;23.25;22;87;81;16.6;5.958333;
2016-01-22;4.2;1009.529167;20.9875;24.2;22.870833;21.8;89.125;84;14.6;5.291667;
2016-01-23;7.6;1010.391667;21.575;26;24.041667;21.9;86.125;78;9.5;3.066667;
2016-01-24;.2;1009.875;21.483333;30.1;25.4;22.8;79.375;67;5.5;1.304167;
2016-01-25;0;1008.4375;22.558333;28;25.345833;23.4;84.75;76;4.9;1.633333;
2016-01-26;0;1005.354167;23.2875;30.5;26.279167;23.8;84;69;6.7;1.5875;
2016-01-27;0;1005.729167;23.108333;28.4;26.491667;24.9;81.833333;72;13.3;3.029167;
2016-01-28;0;1009.6625;23.991667;29.8;25.683333;24.9;90.416667;78;10;2.595833;
2016-01-29;7;1010.420833;22.733333;29.4;25.833333;23.7;83.208333;73;7.2;1.6625;
2016-01-30;.2;1009.916667;22.5375;33.5;27.604167;24.1;74.916667;45;7.9;1.8375;
2016-01-31;0;1009.820833;21.95;32;28.008333;25.3;70.083333;56;8.2;1.979167;
2016-02-01;0;1009.716667;22.175;30.3;27.15;24.2;74.625;64;7.5;1.954167;
2016-02-02;0;1009.6125;22.670833;28.3;25.066667;22.2;86.791667;76;8.3;2.916667;
2016-02-03;0;1009.525;23.141667;32.5;26.7125;23.7;81.416667;64;5.4;2.05;
2016-02-04;0;1009.7;23.241667;33.4;27.066667;24;80.416667;60;5.7;2.25;
2016-02-05;0;1009.704167;22.845833;32.9;27.525;24.5;76.333333;60;7.7;2.4125;
2016-02-06;0;1011.170833;23.175;29;26.870833;25.2;80.541667;63;9;2.966667;
2016-02-07;0;1011.708333;23.6;30.9;26.354167;24.4;84.958333;72;6.8;1.829167;
2016-02-08;0;1011.35;23.091667;33.7;27.595833;24.3;77.208333;59;6.5;2.3625;
2016-02-09;0;1010.070833;21.779167;34.5;28.2375;25.1;68.791667;42;8;2.091667;
2016-02-10;0;1008.020833;21.995833;37;29.741667;25.7;64.083333;34;7.5;2.183333;
2016-02-11;18;1008.6625;23.133333;28.5;26.029167;24.3;84.208333;69;11.7;3.095833;
2016-02-12;.2;1010.041667;19.983333;31.4;26.020833;23.9;69.916667;51;7.8;2.754167;
2016-02-13;0;1008.795833;20.633333;32;26.754167;23.8;69.666667;56;7.9;3.179167;
2016-02-14;0;1006.045833;22.529167;30.4;27.095833;24.4;76.333333;64;7.7;1.916667;
2016-02-15;0;1006.395833;23.2375;31.4;27.204167;25.3;79.333333;62;9.4;2.516667;
2016-02-16;47.2;1008.866667;22.916667;31.6;26.175;22.5;82.458333;69;12.9;2.55;
2016-02-17;1.4;1008;22.4;33.5;26.695833;23.2;77.583333;54;9.5;1.720833;
2016-02-18;24;1007.945833;22.245833;32.7;27.675;23.4;72.958333;48;8.7;2.379167;
2016-02-19;0;1007;22.466667;31.4;27.6875;25.5;73.5;62;12.9;1.816667;
2016-02-20;2.2;1007.391667;22.8125;32.9;27.020833;23.9;78.083333;60;18;2.383333;
2016-02-21;12.6;1007.879167;22.1125;29.9;26.366667;22.4;77.75;60;7.5;1.8625;
2016-02-22;36.8;1008.858333;22.804167;31.6;26.345833;23;81.208333;69;15.9;2.8375;
2016-02-23;17.6;1010.908333;23.066667;33;27.383333;24.2;77.666667;63;10.6;1.670833;
2016-02-24;.6;1009.054167;22.579167;31.6;26.875;24.8;77.666667;51;8.5;2.2125;
2016-02-25;0;1006.916667;22.6625;31.3;27.316667;24.9;76.125;64;10.4;1.904167;
2016-02-26;0;1005.545833;22.129167;34.8;28.4;24.5;69.458333;43;9.3;2.058333;
2016-02-27;0;1006.708333;21.995833;36.1;29.945833;26.5;63.166667;39;9.2;1.925;
2016-02-28;0;1007.3875;22.720833;35.9;29.304167;26.1;68.583333;43;11.3;2.429167;
2016-02-29;0;1010.7875;22.383333;28.2;25.3;25.9;84.5;68;17;3.558333;
2016-03-01;99.2;1014.466667;20.216667;25;22.616667;20.6;86.458333;78;12.4;2.2;
2016-03-02;11.4;1012.175;22.354167;30.9;24.916667;21.5;86.166667;65;9.3;2.779167;
2016-03-03;0;1006.3625;21.895833;32;27.35;24;73.833333;50;8;2.329167;
2016-03-04;0;1003.85;19.5125;34.6;29.354167;25.2;57.125;32;14.2;2.0375;
2016-03-05;0;1007.066667;21.983333;30;26.620833;24.2;76.458333;47;10;1.754167;
2016-03-06;0;1009.116667;23.5;32.9;27.0875;24.2;81.166667;65;6.5;1.454167;
2016-03-07;1;1009.545833;23.841667;31.2;26.841667;24.7;83.916667;69;7.9;2.266667;
2016-03-08;0;1010.658333;24.041667;33.5;27.579167;25.5;81.5;63;6.6;1.9;
2016-03-09;0;1008.9625;23.520833;34;28.0875;24.9;76.666667;61;9;2.4375;
2016-03-10;0;1005.325;21.4125;34.2;29.195833;26.2;63.75;40;9.5;2.570833;
2016-03-11;0;1005.020833;22.933333;31.1;26.820833;25.4;79.791667;55;11.8;3.075;
2016-03-12;1.2;1008.1125;22.604167;30.1;27.125;25.4;76.875;60;12.7;3.05;
2016-03-13;93;1014.241667;21.654167;28.1;24.7875;21.4;83.041667;73;11.1;2.791667;
2016-03-14;0;1015.508333;21.1625;32;26.3125;23;73.666667;60;5.7;2.183333;
2016-03-15;0;1015.358333;22.7625;31.2;26.5375;24.4;80.166667;65;4.8;1.525;
2016-03-16;.4;1015.829167;22.633333;29.3;25.1375;24.2;86.083333;68;11.3;3.0375;
2016-03-17;62.6;1014.458333;22.641667;29.7;25.616667;23.1;83.958333;71;13.9;2.045833;
2016-03-18;2.2;1012.8;22.179167;31;25.833333;23.3;80.583333;66;11.1;3.4125;
2016-03-19;0;1011.695833;22.454167;31.4;26.120833;23.3;80.708333;64;7.7;1.929167;
2016-03-20;0;1012.108333;22.525;29.8;25.804167;23.5;82.541667;69;5.3;1.745833;
2016-03-21;0;1011.741667;21.479167;30.3;25.545833;23;78.583333;66;8.1;2.266667;
2016-03-22;0;1008.766667;20.608333;30.7;26.225;23.4;71.75;52;7.2;1.9125;
2016-03-23;0;1008.283333;22.958333;28.3;26.141667;24.7;82.833333;62;8.7;2.8;
2016-03-24;15.8;1010.729167;21.6125;29.2;24.929167;22.5;82.083333;69;13.3;2.0625;
2016-03-25;0;1010.4625;22.9;31.3;25.891667;23.8;83.791667;68;7.8;2.2875;
2016-03-26;.2;1009.520833;23.25;31.4;27.083333;24.9;80.125;60;5.9;1.4625;
2016-03-27;.2;1009.7625;22.5875;31.3;27.4375;25.3;75.083333;59;5.4;1.275;
2016-03-28;0;1009.7875;23.520833;31.1;27.4125;25.1;79.666667;55;6.6;1.779167;
2016-03-29;0;1011.754167;24.304167;32.4;27.325;25.5;83.916667;68;6;1.741667;
2016-03-30;0;1013.241667;23.475;32;27.245833;25.4;80.166667;67;6.5;1.895833;
2016-03-31;0;1013.1375;23.808333;31.7;26.9625;25.1;83.041667;69;5.3;1.6875;
2016-04-01;0;1012.220833;23.575;32.1;27.1125;25.3;81.333333;67;8.5;1.8;
2016-04-02;0;1010.754167;22.316667;30.8;26.758333;24.7;76.75;66;5.7;2.075;
2016-04-03;0;1010.091667;22.85;31.8;27.029167;24.7;78.375;64;6.9;2.291667;
2016-04-04;0;1013.1625;23.141667;29.2;26.570833;24.8;81.583333;71;7.5;1.741667;
2016-04-05;0;1014.916667;22.341667;31.3;26.729167;24.5;77.458333;63;5.4;2.241667;
2016-04-06;0;1011.833333;21.691667;31;26.5625;23.9;75.041667;59;7.3;2.741667;
2016-04-07;0;1008.141667;22.091667;32;26.908333;24.2;75.583333;49;7.1;1.670833;
2016-04-08;0;1007.758333;21.841667;28.7;26.533333;24.8;75.541667;63;7.2;2;
2016-04-09;0;1008.858333;22.4375;32.4;26.883333;24.2;77.208333;60;6.6;1.7375;
2016-04-10;0;1009.179167;22.620833;30.6;26.420833;24.7;79.833333;64;5.6;1.633333;
2016-04-11;0;1010.975;22.841667;29.6;26.2375;24.3;81.833333;71;5.3;1.391667;
2016-04-12;0;1011.9;22.879167;32.1;26.6125;24.8;80.333333;64;5.6;1.866667;
2016-04-13;0;1012.266667;22.779167;31.9;26.7125;24;79.541667;62;9.4;2.275;
2016-04-14;0;1010.833333;22.275;31.3;26.9125;24.8;76.083333;59;8.1;2.004167;
2016-04-15;0;1011.420833;23.1;30.3;27.041667;25.3;79.291667;67;7.4;1.704167;
2016-04-16;0;1012.354167;22.566667;31.6;26.383333;23.7;80.208333;59;6.6;1.791304;
2016-04-17;0;1013.579167;21.108333;30.3;26.8;24.6;71.333333;54;6.7;1.625;
2016-04-18;0;1013.270833;21.733333;30.3;26.704167;24.7;74.458333;61;6.8;1.7125;
2016-04-19;0;1012.0375;20.458333;30.5;26.0375;22.9;71.75;54;6.4;1.9125;
2016-04-20;0;1010.895833;19.525;28;24.966667;21.4;72;59;6.1;1.733333;
2016-04-21;0;1009.383333;20.233333;30.6;26.0375;21.7;71.166667;47;5.5;1.508333;
2016-04-22;0;1009.9625;20.175;29.2;26.083333;21.8;70.083333;61;5.5;1.516667;
2016-04-23;0;1009.745833;20.129167;27.7;24.604167;21.4;76.541667;59;7;1.554167;
2016-04-24;0;1007.245833;19.104167;32.4;26.320833;23;65.291667;39;6.2;1.55;
2016-04-25;0;1004.254167;16.1625;35.2;28.966667;22;47.166667;29;10.9;2.154167;
2016-04-26;0;1002.641667;18.629167;33.3;28.1375;24.3;60.166667;31;11.9;2.620833;
2016-04-27;0;1006.3375;19.4;30.7;24.216667;21.9;76.583333;43;21;4.433333;
2016-04-28;0;1013.841667;17.195833;21.7;20.675;20.4;80.666667;69;23.2;5.708333;
2016-04-29;.4;1014.329167;16.116667;24.9;20.275;18.2;77.25;63;10;1.966667;
2016-04-30;5.2;1011.141667;17.070833;21.6;20.266667;18.6;82.166667;68;12.9;2.666667;
2016-05-01;.2;1014.391667;14.841667;22.7;21.170833;19;67.416667;54;13.8;4.995833;
2016-05-02;0;1016.75;15.633333;25.8;21.345833;18.6;70.208333;55;10.3;1.525;
2016-05-03;0;1015.308333;17.829167;29;22.133333;19.2;77.291667;57;6.5;1.875;
2016-05-04;0;1013.454167;18.516667;25.1;22.2;20;79.708333;69;20.4;2.65;
2016-05-05;0;1015.075;18.35;27.2;22.725;20.8;76.416667;66;5.6;1.3;
2016-05-06;0;1014.716667;18.604167;29.6;23.5125;20.6;74.5;56;6.1;1.6;
2016-05-07;0;1013.1;19.925;28.1;23.583333;21.3;80.458333;63;8.6;1.504167;
2016-05-08;0;1012.279167;20.566667;28.5;23.879167;22.4;81.875;67;9.5;2.540909;
2016-05-09;0;1011.908333;20.129167;29.6;24.091667;22;78.916667;63;7.3;1.277273;
2016-05-10;0;1009.8375;20.608333;30.5;24.154167;22;81.166667;52;11.9;2.279167;
2016-05-11;0;1011.983333;20.875;25.9;24.195833;22.8;81.875;73;11.6;2.595833;
2016-05-12;0;1013.795833;19.483333;25.8;23.070833;22.8;80.5;67;13.7;3.233333;
2016-05-13;11.2;1016.495833;18.35;26.2;21.008333;19.1;84.916667;70;11.3;1.6875;
2016-05-14;12.6;1018.191667;16.8125;26.4;21.558333;19;74.958333;53;10.7;2.533333;
2016-05-15;0;1014.745833;16.754167;28.8;23.5875;20.3;65.875;53;8.7;2.125;
2016-05-16;0;1007.429167;15.758333;33.4;28.6;22.6;47.166667;33;13.2;2.445833;
2016-05-17;3.4;1009.275;19.7875;31.6;23.216667;22.1;82.083333;37;16.5;4.0625;
2016-05-18;7.4;1012.733333;18.904167;22.3;20.641667;20.3;90;82;8.5;1.895833;
